Province,Participant,Audio,Clip,question_s,question_e,Spanish
VA,P2VA,IW - P2VA clip 8.wav.mp3,clip 8,,,
VA,P2VA,IW - P2VA clip 9.wav.mp3,clip 9,,,
BO,P3BO,IW-P3BO clip 1.wav.mp3,clip 1,,,
BO,P3BO,IW-P3BO clip 10.wav.mp3,clip 10,,,
BO,P3BO,IW-P3BO clip 11.wav.mp3,clip 11,,,
BO,P3BO,IW-P3BO clip 12.wav.mp3,clip 12,,,
BO,P3BO,IW-P3BO clip 13.wav.mp3,clip 13,,,
BO,P3BO,IW-P3BO clip 14.wav.mp3,clip 14,,,
BO,P3BO,IW-P3BO clip 15.wav.mp3,clip 15,,,
BO,P3BO,IW-P3BO clip 2.wav.mp3,clip 2,,,
BO,P3BO,IW-P3BO clip 3.wav.mp3,clip 3,,,
BO,P3BO,IW-P3BO clip 4.wav.mp3,clip 4,,,
BO,P3BO,IW-P3BO clip 5.wav.mp3,clip 5,,,
BO,P3BO,IW-P3BO clip 6.wav.mp3,clip 6,,,
BO,P3BO,IW-P3BO clip 7.wav.mp3,clip 7,,,
BO,P3BO,IW-P3BO clip 8.wav.mp3,clip 8,,,
BO,P3BO,IW-P3BO clip 9.wav.mp3,clip 9,,,
CA,P3CA,IW - P3CA - clip 1.wav.mp3,clip 1,,,
CA,P3CA,IW - P3CA - clip 10.wav.mp3,clip 10,,,
CA,P3CA,IW - P3CA - clip 11.wav.mp3,clip 11,,,
CA,P3CA,IW - P3CA - clip 2.wav.mp3,clip 2,,,
CA,P3CA,IW - P3CA - clip 3.wav.mp3,clip 3,,,
CA,P3CA,IW - P3CA - clip 4.wav.mp3,clip 4,,,
CA,P3CA,IW - P3CA - clip 5.wav.mp3,clip 5,,,
CA,P3CA,IW - P3CA - clip 6.wav.mp3,clip 6,,,
CA,P3CA,IW - P3CA - clip 7.wav.mp3,clip 7,,,
CA,P3CA,IW - P3CA - clip 8.wav.mp3,clip 8,,,
CA,P3CA,IW - P3CA - clip 9.wav.mp3,clip 9,,,
CL,P3CL,IW-P3CL clip 1.wav.mp3,clip 1,,,
CL,P3CL,IW-P3CL clip 10.wav.mp3,clip 10,,,
CL,P3CL,IW-P3CL clip 11.wav.mp3,clip 11,,,
CL,P3CL,IW-P3CL clip 12.wav.mp3,clip 12,,,
CL,P3CL,IW-P3CL clip 13.wav.mp3,clip 13,,,
CL,P3CL,IW-P3CL clip 14.wav.mp3,clip 14,,,
CL,P3CL,IW-P3CL clip 2.wav.mp3,clip 2,,,
CL,P3CL,IW-P3CL clip 3.wav.mp3,clip 3,,,
CL,P3CL,IW-P3CL clip 4.wav.mp3,clip 4,,,
CL,P3CL,IW-P3CL clip 5.wav.mp3,clip 5,,,
CL,P3CL,IW-P3CL clip 6.wav.mp3,clip 6,,,
CL,P3CL,IW-P3CL clip 7.wav.mp3,clip 7,,,
CL,P3CL,IW-P3CL clip 8.wav.mp3,clip 8,,,
CL,P3CL,IW-P3CL clip 9.wav.mp3,clip 9,,,
MA,P3MA,IW - P3MA clip 1.wav.mp3,clip 1,,,
MA,P3MA,IW - P3MA clip 10.wav.mp3,clip 10,,,
MA,P3MA,IW - P3MA clip 11.wav.mp3,clip 11,,,
MA,P3MA,IW - P3MA clip 12.wav.mp3,clip 12,,,
MA,P3MA,IW - P3MA clip 13.wav.mp3,clip 13,,,
MA,P3MA,IW - P3MA clip 14.wav.mp3,clip 14,,,
MA,P3MA,IW - P3MA clip 15.wav.mp3,clip 15,,,
MA,P3MA,IW - P3MA clip 2.wav.mp3,clip 2,,,
MA,P3MA,IW - P3MA clip 3.wav.mp3,clip 3,,,
MA,P3MA,IW - P3MA clip 4.wav.mp3,clip 4,,,
MA,P3MA,IW - P3MA clip 5.wav.mp3,clip 5,,,
MA,P3MA,IW - P3MA clip 6.wav.mp3,clip 6,,,
MA,P3MA,IW - P3MA clip 7.wav.mp3,clip 7,,,
MA,P3MA,IW - P3MA clip 8.wav.mp3,clip 8,,,
MA,P3MA,IW - P3MA clip 9.wav.mp3,clip 9,,,
ME,P3ME,IW - P3ME clip 1.wav.mp3,clip 1,,,
ME,P3ME,IW - P3ME clip 10.wav.mp3,clip 10,,,
ME,P3ME,IW - P3ME clip 11.wav.mp3,clip 11,,,
ME,P3ME,IW - P3ME clip 12.wav.mp3,clip 12,,,
ME,P3ME,IW - P3ME clip 13.wav.mp3,clip 13,,,
ME,P3ME,IW - P3ME clip 14.wav.mp3,clip 14,,,
ME,P3ME,IW - P3ME clip 15.wav.mp3,clip 15,,,
ME,P3ME,IW - P3ME clip 16.wav.mp3,clip 16,,,
ME,P3ME,IW - P3ME clip 17.wav.mp3,clip 17,,,
ME,P3ME,IW - P3ME clip 18.wav.mp3,clip 18,,,
ME,P3ME,IW - P3ME clip 19.wav.mp3,clip 19,,,
ME,P3ME,IW - P3ME clip 2.wav.mp3,clip 2,,,
ME,P3ME,IW - P3ME clip 20.wav.mp3,clip 20,,,
ME,P3ME,IW - P3ME clip 21.wav.mp3,clip 21,,,
ME,P3ME,IW - P3ME clip 22.wav.mp3,clip 22,,,
ME,P3ME,IW - P3ME clip 23.wav.mp3,clip 23,,,
ME,P3ME,IW - P3ME clip 24.wav.mp3,clip 24,,,
ME,P3ME,IW - P3ME clip 25.wav.mp3,clip 25,,,
ME,P3ME,IW - P3ME clip 26.wav.mp3,clip 26,,,
ME,P3ME,IW - P3ME clip  27.wav.mp3,clip 27,,,
ME,P3ME,IW - P3ME clip 28.wav.mp3,clip 28,,,
ME,P3ME,IW - P3ME clip 29.wav.mp3,clip 29,,,
ME,P3ME,IW - P3ME clip 3.wav.mp3,clip 3,,,
ME,P3ME,IW - P3ME clip 30.wav.mp3,clip 30,,,
ME,P3ME,IW - P3ME clip 31.wav.mp3,clip 31,,,
ME,P3ME,IW - P3ME clip 32.wav.mp3,clip 32,,,
ME,P3ME,IW - P3ME clip 33.wav.mp3,clip 33,,,
ME,P3ME,IW - P3ME clip 4.wav.mp3,clip 4,,,
ME,P3ME,IW - P3ME clip 5.wav.mp3,clip 5,,,
ME,P3ME,IW - P3ME clip 6.wav.mp3,clip 6,,,
ME,P3ME,IW - P3ME clip 7.wav.mp3,clip 7,,,
ME,P3ME,IW - P3ME clip 8.wav.mp3,clip 8,,,
ME,P3ME,IW - P3ME clip 9.wav.mp3,clip 9,,,
SM,P3SM,IW - P3SM clip 1.wav.mp3,clip 1,,,
SM,P3SM,IW - P3SM clip 2.wav.mp3,clip 2,,,
SM,P3SM,IW - P3SM clip 3.wav.mp3,clip 3,,,
SM,P3SM,IW - P3SM clip 4.wav.mp3,clip 4,,,
SM,P3SM,IW - P3SM clip 5.wav.mp3,clip 5,,,
SM,P3SM,IW - P3SM clip 6.wav.mp3,clip 6,,,
SM,P3SM,IW - P3SM clip 7.wav.mp3,clip 7,,,
SM,P3SM,IW - P3SM clip 8.wav.mp3,clip 8,,,
VA,P3VA,IW - P3VA clip 1.wav.mp3,clip 1,,,
VA,P3VA,IW - P3VA clip 10.wav.mp3,clip 10,,,
VA,P3VA,IW - P3VA clip 2.wav.mp3,clip 2,,,
VA,P3VA,IW - P3VA clip 3.wav.mp3,clip 3,,,
VA,P3VA,IW - P3VA clip 4.wav.mp3,clip 4,,,
VA,P3VA,IW - P3VA clip 5.wav.mp3,clip 5,,,
VA,P3VA,IW - P3VA clip 6.wav.mp3,clip 6,,,
VA,P3VA,IW - P3VA clip 7.wav.mp3,clip 7,,,
VA,P3VA,IW - P3VA clip 8.wav.mp3,clip 8,,,
VA,P3VA,IW - P3VA clip 9.wav.mp3,clip 9,,,
BO,P4BO,IW - P4BO clip 1.wav.mp3,clip 1,,,
BO,P4BO,IW - P4BO clip 10.wav.mp3,clip 10,,,
BO,P4BO,IW - P4BO clip 11.wav.mp3,clip 11,,,
BO,P4BO,IW - P4BO clip 12.wav.mp3,clip 12,,,
BO,P4BO,IW - P4BO clip 13.wav.mp3,clip 13,,,
BO,P4BO,IW - P4BO clip 2.wav.mp3,clip 2,,,
BO,P4BO,IW - P4BO clip 3.wav.mp3,clip 3,,,
BO,P4BO,IW - P4BO clip 4.wav.mp3,clip 4,,,
BO,P4BO,IW - P4BO clip 5.wav.mp3,clip 5,,,
BO,P4BO,IW - P4BO clip 6.wav.mp3,clip 6,,,
BO,P4BO,IW - P4BO clip 7.wav.mp3,clip 7,,,
BO,P4BO,IW - P4BO clip 8.wav.mp3,clip 8,,,
BO,P4BO,IW - P4BO clip 9.wav.mp3,clip 9,,,
CA,P4CA,IW - P4CA - clip 1.wav.mp3,clip 1,,,
CA,P4CA,IW - P4CA - clip 2.wav.mp3,clip 2,,,
CA,P4CA,IW - P4CA - clip 3.wav.mp3,clip 3,,,
CA,P4CA,IW - P4CA - clip 4.wav.mp3,clip 4,,,
CA,P4CA,IW - P4CA - clip 5.wav.mp3,clip 5,,,
CA,P4CA,IW - P4CA - clip 6.wav.mp3,clip 6,,,
CA,P4CA,IW - P4CA - clip 7 .wav.mp3,clip 7,,,
CA,P4CA,IW - P4CA - clip 8.wav.mp3,clip 8,,,
CA,P4CA,IW - P4CA - clip 9.wav.mp3,clip 9,,,
CL,P4CL,IW-P4CL clip 1.wav.mp3,clip 1,,,
CL,P4CL,IW-P4CL clip 10.wav.mp3,clip 10,,,
CL,P4CL,IW-P4CL clip 11.wav.mp3,clip 11,,,
CL,P4CL,IW-P4CL clip 2.wav.mp3,clip 2,,,
CL,P4CL,IW-P4CL clip 3.wav.mp3,clip 3,,,
CL,P4CL,IW-P4CL clip 4.wav.mp3,clip 4,,,
CL,P4CL,IW-P4CL clip 5.wav.mp3,clip 5,,,
CL,P4CL,IW-P4CL clip 6.wav.mp3,clip 6,,,
CL,P4CL,IW-P4CL clip 7.wav.mp3,clip 7,,,
CL,P4CL,IW-P4CL clip 8.wav.mp3,clip 8,,,
CL,P4CL,IW-P4CL clip 9.wav.mp3,clip 9,,,
MA,P4MA,IW - P4MA clip 1.wav.mp3,clip 1,,,
MA,P4MA,IW - P4MA clip 10.wav.mp3,clip 10,,,
MA,P4MA,IW - P4MA clip 2.wav.mp3,clip 2,,,
MA,P4MA,IW - P4MA clip 3.wav.mp3,clip 3,,,
MA,P4MA,IW - P4MA clip 4.wav.mp3,clip 4,,,
MA,P4MA,IW - P4MA clip 5.wav.mp3,clip 5,,,
MA,P4MA,IW - P4MA clip 6.wav.mp3,clip 6,,,
MA,P4MA,IW - P4MA clip 7.wav.mp3,clip 7,,,
MA,P4MA,IW - P4MA clip 8.wav.mp3,clip 8,,,
MA,P4MA,IW - P4MA clip 9.wav.mp3,clip 9,,,
ME,P4ME,IW-P4ME.wav.mp3,clip,,,
ME,P4ME,IW-P4ME clip 1.wav.mp3,clip 1,,,
ME,P4ME,IW-P4ME clip 2.wav.mp3,clip 2,,,
ME,P4ME,IW-P4ME clip 3.wav.mp3,clip 3,,,
ME,P4ME,IW-P4ME clip 4.wav.mp3,clip 4,,,
ME,P4ME,IW-P4ME clip 6.wav.mp3,clip 6,,,
ME,P4ME,IW-P4ME clip 7.wav.mp3,clip 7,,,
p1,P4MEClip1,IW - P4ME Clip 1.wav.mp3,clip,,,
al,P4MEOriginal,IW - P4ME Original.wav.mp3,clip,,,
SM,P4SM,IW - P4SM clip 1.wav.mp3,clip 1,,,
SM,P4SM,IW - P4SM clip 10.wav.mp3,clip 10,,,
SM,P4SM,IW - P4SM clip 11.wav.mp3,clip 11,,,
SM,P4SM,IW - P4SM clip 12.wav.mp3,clip 12,,,
SM,P4SM,IW - P4SM clip 2.wav.mp3,clip 2,,,
SM,P4SM,IW - P4SM clip 3.wav.mp3,clip 3,,,
SM,P4SM,IW - P4SM clip 4.wav.mp3,clip 4,,,
SM,P4SM,IW - P4SM clip 5.wav.mp3,clip 5,,,
SM,P4SM,IW - P4SM clip 6.wav.mp3,clip 6,,,
SM,P4SM,IW - P4SM clip 7.wav.mp3,clip 7,,,
SM,P4SM,IW - P4SM clip 8.wav.mp3,clip 8,,,
SM,P4SM,IW - P4SM clip 9.wav.mp3,clip 9,,,
VA,P4VA,IW - P4VA clip 1.wav.mp3,clip 1,,,
VA,P4VA,IW - P4VA clip 10.wav.mp3,clip 10,,,
VA,P4VA,IW - P4VA clip 11.wav.mp3,clip 11,,,
VA,P4VA,IW - P4VA clip 12.wav.mp3,clip 12,,,
VA,P4VA,IW - P4VA clip 13.wav.mp3,clip 13,,,
VA,P4VA,IW - P4VA clip 14.wav.mp3,clip 14,,,
VA,P4VA,IW - P4VA clip 15.wav.mp3,clip 15,,,
VA,P4VA,IW - P4VA clip 2.wav.mp3,clip 2,,,
VA,P4VA,IW - P4VA clip 3.wav.mp3,clip 3,,,
VA,P4VA,IW - P4VA clip 4.wav.mp3,clip 4,,,
VA,P4VA,IW - P4VA clip 5.wav.mp3,clip 5,,,
VA,P4VA,IW - P4VA clip 6.wav.mp3,clip 6,,,
VA,P4VA,IW - P4VA clip 7.wav.mp3,clip 7,,,
VA,P4VA,IW - P4VA clip 8.wav.mp3,clip 8,,,
VA,P4VA,IW - P4VA clip 9.wav.mp3,clip 9,,,
BO,P5BO,IW - P5BO clip 1.wav.mp3,clip 1,,,
BO,P5BO,IW - P5BO clip 10.wav.mp3,clip 10,,,
BO,P5BO,IW - P5BO clip 2.wav.mp3,clip 2,,,
BO,P5BO,IW - P5BO clip 3.wav.mp3,clip 3,,,
BO,P5BO,IW - P5BO clip 4.wav.mp3,clip 4,,,
BO,P5BO,IW - P5BO clip 5.wav.mp3,clip 5,,,
BO,P5BO,IW - P5BO clip 6.wav.mp3,clip 6,,,
BO,P5BO,IW - P5BO clip 7.wav.mp3,clip 7,,,
BO,P5BO,IW - P5BO clip 8.wav.mp3,clip 8,,,
BO,P5BO,IW - P5BO clip 9.wav.mp3,clip 9,,,
CA,P5CA,IW - P5CA - clip 1.wav.mp3,clip 1,,,
CA,P5CA,IW - P5CA - clip 10.wav.mp3,clip 10,,,
CA,P5CA,IW - P5CA - clip 11.wav.mp3,clip 11,,,
CA,P5CA,IW - P5CA - clip 2.wav.mp3,clip 2,,,
CA,P5CA,IW - P5CA - clip 3.wav.mp3,clip 3,,,
CA,P5CA,IW - P5CA - clip 4.wav.mp3,clip 4,,,
CA,P5CA,IW - P5CA - clip 5.wav.mp3,clip 5,,,
CA,P5CA,IW - P5CA - clip 6.wav.mp3,clip 6,,,
CA,P5CA,IW - P5CA - clip 7.wav.mp3,clip 7,,,
CA,P5CA,IW - P5CA - clip 8.wav.mp3,clip 8,,,
CA,P5CA,IW - P5CA - clip 9.wav.mp3,clip 9,,,
CL,P5CL,IW-P5CL clip 1.wav.mp3,clip 1,,,
CL,P5CL,IW-P5CL clip 10.wav.mp3,clip 10,,,
CL,P5CL,IW-P5CL clip 11.wav.mp3,clip 11,,,
CL,P5CL,IW-P5CL clip 2.wav.mp3,clip 2,,,
CL,P5CL,IW-P5CL clip 3.wav.mp3,clip 3,,,
CL,P5CL,IW-P5CL clip 4.wav.mp3,clip 4,,,
CL,P5CL,IW-P5CL clip 5.wav.mp3,clip 5,,,
CL,P5CL,IW-P5CL clip 6.wav.mp3,clip 6,,,
CL,P5CL,IW-P5CL clip 7.wav.mp3,clip 7,,,
CL,P5CL,IW-P5CL clip 8.wav.mp3,clip 8,,,
CL,P5CL,IW-P5CL clip 9.wav.mp3,clip 9,,,
MA,P5MA,IW - P5MA clip 1.wav.mp3,clip 1,,,
MA,P5MA,IW - P5MA clip 10.wav.mp3,clip 10,,,
MA,P5MA,IW - P5MA clip 2.wav.mp3,clip 2,,,
MA,P5MA,IW - P5MA clip 3.wav.mp3,clip 3,,,
MA,P5MA,IW - P5MA clip 4.wav.mp3,clip 4,,,
MA,P5MA,IW - P5MA clip 5.wav.mp3,clip 5,,,
MA,P5MA,IW - P5MA clip 6.wav.mp3,clip 6,,,
MA,P5MA,IW - P5MA clip 7.wav.mp3,clip 7,,,
MA,P5MA,IW - P5MA clip 8.wav.mp3,clip 8,,,
MA,P5MA,IW - P5MA clip 9.wav.mp3,clip 9,,,
ME,P5ME,IW - P5ME clip 1 .wav.mp3,clip 1,,,
ME,P5ME,IW - P5ME clip 10.wav.mp3,clip 10,,,
ME,P5ME,IW - P5ME clip 11.wav.mp3,clip 11,,,
ME,P5ME,IW - P5ME clip 12.wav.mp3,clip 12,,,
ME,P5ME,IW - P5ME clip 13.wav.mp3,clip 13,,,
ME,P5ME,IW - P5ME clip 14.wav.mp3,clip 14,,,
ME,P5ME,IW - P5ME clip 15.wav.mp3,clip 15,,,
ME,P5ME,IW - P5ME clip 16.wav.mp3,clip 16,,,
ME,P5ME,IW - P5ME clip 17.wav.mp3,clip 17,,,
ME,P5ME,IW - P5ME clip 2.wav.mp3,clip 2,,,
ME,P5ME,IW - P5ME clip 3.wav.mp3,clip 3,,,
ME,P5ME,IW - P5ME clip 4.wav.mp3,clip 4,,,
ME,P5ME,IW - P5ME clip  5 .wav.mp3,clip 5,,,
ME,P5ME,IW - P5ME clip 6 .wav.mp3,clip 6,,,
ME,P5ME,IW - P5ME clip 7.wav.mp3,clip 7,,,
ME,P5ME,IW - P5ME clip 8.wav.mp3,clip 8,,,
ME,P5ME,IW - P5ME clip 9 .wav.mp3,clip 9,,,
SM,P5SM,IW - P5SM clip 1.wav.mp3,clip 1,,,
SM,P5SM,IW - P5SM clip 2.wav.mp3,clip 2,,,
SM,P5SM,IW - P5SM clip 3.wav.mp3,clip 3,,,
SM,P5SM,IW - P5SM clip 4.wav.mp3,clip 4,,,
SM,P5SM,IW - P5SM clip 5.wav.mp3,clip 5,,,
SM,P5SM,IW - P5SM clip 6.wav.mp3,clip 6,,,
SM,P5SM,IW - P5SM clip 7.wav.mp3,clip 7,,,
SM,P5SM,IW - P5SM clip 8.wav.mp3,clip 8,,,
SM,P5SM,IW - P5SM clip 9.wav.mp3,clip 9,,,
VA,P5VA,IW - P5VA clip 1.wav.mp3,clip 1,,,
VA,P5VA,IW - P5VA clip 2.wav.mp3,clip 2,,,
VA,P5VA,IW - P5VA clip 3.wav.mp3,clip 3,,,
VA,P5VA,IW - P5VA clip 4.wav.mp3,clip 4,,,
VA,P5VA,IW - P5VA clip 5.wav.mp3,clip 5,,,
VA,P5VA,IW - P5VA clip 6.wav.mp3,clip 6,,,
VA,P5VA,IW - P5VA clip 7.wav.mp3,clip 7,,,
VA,P5VA,IW - P5VA clip 8.wav.mp3,clip 8,,,
BO,P6BO,IW - P6BO clip 1.wav.mp3,clip 1,,,
BO,P6BO,IW - P6BO clip 2.wav.mp3,clip 2,,,
BO,P6BO,IW - P6BO clip 3.wav.mp3,clip 3,,,
BO,P6BO,IW - P6BO clip 4.wav.mp3,clip 4,,,
BO,P6BO,IW - P6BO clip 5.wav.mp3,clip 5,,,
BO,P6BO,IW - P6BO clip 6.wav.mp3,clip 6,,,
CA,P6CA,IW - P6CA - clip 1.wav.mp3,clip 1,,,
CA,P6CA,IW - P6CA - clip 10.wav.mp3,clip 10,,,
CA,P6CA,IW - P6CA - clip 11.wav.mp3,clip 11,,,
CA,P6CA,IW - P6CA - clip 12.wav.mp3,clip 12,,,
CA,P6CA,IW - P6CA - clip 13.wav.mp3,clip 13,,,
CA,P6CA,IW - P6CA - clip 2.wav.mp3,clip 2,,,
CA,P6CA,IW - P6CA - clip 3.wav.mp3,clip 3,,,
CA,P6CA,IW - P6CA - clip 4.wav.mp3,clip 4,,,
CA,P6CA,IW - P6CA - clip 5.wav.mp3,clip 5,,,
CA,P6CA,IW - P6CA - clip 6.wav.mp3,clip 6,,,
CA,P6CA,IW - P6CA - clip 7.wav.mp3,clip 7,,,
CA,P6CA,IW - P6CA - clip 8.wav.mp3,clip 8,,,
CA,P6CA,IW - P6CA - clip 9.wav.mp3,clip 9,,,
CL,P6CL,IW-P6CL clip 1.wav.mp3,clip 1,,,
CL,P6CL,IW-P6CL clip 10.wav.mp3,clip 10,,,
CL,P6CL,IW-P6CL clip 2.wav.mp3,clip 2,,,
CL,P6CL,IW-P6CL clip 3.wav.mp3,clip 3,,,
CL,P6CL,IW-P6CL clip 4.wav.mp3,clip 4,,,
CL,P6CL,IW-P6CL clip 5.wav.mp3,clip 5,,,
CL,P6CL,IW-P6CL clip 6.wav.mp3,clip 6,,,
CL,P6CL,IW-P6CL clip 7.wav.mp3,clip 7,,,
CL,P6CL,IW-P6CL clip 8.wav.mp3,clip 8,,,
CL,P6CL,IW-P6CL clip 9.wav.mp3,clip 9,,,
MA,P6MA,IW - P6MA clip 1.wav.mp3,clip 1,,,
MA,P6MA,IW - P6MA clip 10.wav.mp3,clip 10,,,
MA,P6MA,IW - P6MA clip 11.wav.mp3,clip 11,,,
MA,P6MA,IW - P6MA clip 2.wav.mp3,clip 2,,,
MA,P6MA,IW - P6MA clip 3.wav.mp3,clip 3,,,
MA,P6MA,IW - P6MA clip 4.wav.mp3,clip 4,,,
MA,P6MA,IW - P6MA clip 5.wav.mp3,clip 5,,,
MA,P6MA,IW - P6MA clip 6.wav.mp3,clip 6,,,
MA,P6MA,IW - P6MA clip 7.wav.mp3,clip 7,,,
MA,P6MA,IW - P6MA clip 8.wav.mp3,clip 8,,,
MA,P6MA,IW - P6MA clip 9.wav.mp3,clip 9,,,
ME,P6ME,IW - P6ME clip 1.wav.mp3,clip 1,,,
ME,P6ME,IW - P6ME clip 10.wav.mp3,clip 10,,,
ME,P6ME,IW - P6ME clip 11.wav.mp3,clip 11,,,
ME,P6ME,IW - P6ME clip 12.wav.mp3,clip 12,,,
ME,P6ME,IW - P6ME clip 13.wav.mp3,clip 13,,,
ME,P6ME,IW - P6ME clip 14.wav.mp3,clip 14,,,
ME,P6ME,IW - P6ME clip 2.wav.mp3,clip 2,,,
ME,P6ME,IW - P6ME clip 3.wav.mp3,clip 3,,,
ME,P6ME,IW - P6ME clip 4.wav.mp3,clip 4,,,
ME,P6ME,IW - P6ME clip 5.wav.mp3,clip 5,,,
ME,P6ME,IW - P6ME clip 6.wav.mp3,clip 6,,,
ME,P6ME,IW - P6ME clip 7.wav.mp3,clip 7,,,
ME,P6ME,IW - P6ME clip 8.wav.mp3,clip 8,,,
ME,P6ME,IW - P6ME clip 9.wav.mp3,clip 9,,,
SM,P6SM,IW - P6SM clip 1.wav.mp3,clip 1,,,
SM,P6SM,IW - P6SM clip 2.wav.mp3,clip 2,,,
SM,P6SM,IW - P6SM clip 3.wav.mp3,clip 3,,,
SM,P6SM,IW - P6SM clip 4.wav.mp3,clip 4,,,
SM,P6SM,IW - P6SM clip 5.wav.mp3,clip 5,,,
VA,P6VA,IW - P6VA clip 1.wav.mp3,clip 1,,,
VA,P6VA,IW - P6VA clip 10.wav.mp3,clip 10,,,
VA,P6VA,IW - P6VA clip 2.wav.mp3,clip 2,,,
VA,P6VA,IW - P6VA clip 3.wav.mp3,clip 3,,,
VA,P6VA,IW - P6VA clip 4.wav.mp3,clip 4,,,
VA,P6VA,IW - P6VA clip 5.wav.mp3,clip 5,,,
VA,P6VA,IW - P6VA clip 6.wav.mp3,clip 6,,,
VA,P6VA,IW - P6VA clip 7.wav.mp3,clip 7,,,
VA,P6VA,IW - P6VA clip 8.wav.mp3,clip 8,,,
VA,P6VA,IW - P6VA clip 9.wav.mp3,clip 9,,,
BO,P7BO,IW - P7BO clip 1.wav.mp3,clip 1,,,
BO,P7BO,IW - P7BO clip 2.wav.mp3,clip 2,,,
BO,P7BO,IW - P7BO clip 3.wav.mp3,clip 3,,,
BO,P7BO,IW - P7BO clip 4.wav.mp3,clip 4,,,
BO,P7BO,IW - P7BO clip 5.wav.mp3,clip 5,,,
BO,P7BO,IW - P7BO clip 6.wav.mp3,clip 6,,,
BO,P7BO,IW - P7BO clip 7.wav.mp3,clip 7,,,
BO,P7BO,IW - P7BO clip 8.wav.mp3,clip 8,,,
BO,P7BO,IW - P7BO clip 9.wav.mp3,clip 9,,,
CA,P7CA,IW - P7CA - clip 1.wav.mp3,clip 1,,,
CA,P7CA,IW - P7CA - clip 10.wav.mp3,clip 10,,,
CA,P7CA,IW - P7CA - clip 2.wav.mp3,clip 2,,,
CA,P7CA,IW - P7CA - clip 3.wav.mp3,clip 3,,,
CA,P7CA,IW - P7CA - clip 4.wav.mp3,clip 4,,,
CA,P7CA,IW - P7CA - clip 5.wav.mp3,clip 5,,,
CA,P7CA,IW - P7CA - clip 6 (long).wav.mp3,clip 6(long),,,
CA,P7CA,IW - P7CA - clip 7 (long).wav.mp3,clip 7(long),,,
CA,P7CA,IW - P7CA - clip 8.wav.mp3,clip 8,,,
CA,P7CA,IW - P7CA - clip 9.wav.mp3,clip 9,,,
CL,P7CL,IW-P7CL clip 1.wav.mp3,clip 1,,,
CL,P7CL,IW-P7CL clip 10.wav.mp3,clip 10,,,
CL,P7CL,IW-P7CL clip 11.wav.mp3,clip 11,,,
CL,P7CL,IW-P7CL clip 12.wav.mp3,clip 12,,,
CL,P7CL,IW-P7CL clip 13.wav.mp3,clip 13,,,
CL,P7CL,IW-P7CL clip 14.wav.mp3,clip 14,,,
CL,P7CL,IW-P7CL clip 15.wav.mp3,clip 15,,,
CL,P7CL,IW-P7CL clip 16.wav.mp3,clip 16,,,
CL,P7CL,IW-P7CL clip 17.wav.mp3,clip 17,,,
CL,P7CL,IW-P7CL clip 2.wav.mp3,clip 2,,,
CL,P7CL,IW-P7CL clip 3.wav.mp3,clip 3,,,
CL,P7CL,IW-P7CL clip 4.wav.mp3,clip 4,,,
CL,P7CL,IW-P7CL clip 5.wav.mp3,clip 5,,,
CL,P7CL,IW-P7CL clip 6.wav.mp3,clip 6,,,
CL,P7CL,IW-P7CL clip 7.wav.mp3,clip 7,,,
CL,P7CL,IW-P7CL clip 8.wav.mp3,clip 8,,,
CL,P7CL,IW-P7CL clip 9.wav.mp3,clip 9,,,
MA,P7MA,IW - P7MA clip 1.wav.mp3,clip 1,,,
MA,P7MA,IW - P7MA clip 10.wav.mp3,clip 10,,,
MA,P7MA,IW - P7MA clip 11.wav.mp3,clip 11,,,
MA,P7MA,IW - P7MA clip 12.wav.mp3,clip 12,,,
MA,P7MA,IW - P7MA clip 13.wav.mp3,clip 13,,,
MA,P7MA,IW - P7MA clip 14.wav.mp3,clip 14,,,
MA,P7MA,IW - P7MA clip 15.wav.mp3,clip 15,,,
MA,P7MA,IW - P7MA clip 16.wav.mp3,clip 16,,,
MA,P7MA,IW - P7MA clip 2.wav.mp3,clip 2,,,
MA,P7MA,IW - P7MA clip 3.wav.mp3,clip 3,,,
MA,P7MA,IW - P7MA clip 4.wav.mp3,clip 4,,,
MA,P7MA,IW - P7MA clip 5.wav.mp3,clip 5,,,
MA,P7MA,IW - P7MA clip 6.wav.mp3,clip 6,,,
MA,P7MA,IW - P7MA clip 7.wav.mp3,clip 7,,,
MA,P7MA,IW - P7MA clip 8.wav.mp3,clip 8,,,
MA,P7MA,IW - P7MA clip 9 .wav.mp3,clip 9,,,
ME,P7ME,IW - P7ME clip 1.wav.mp3,clip 1,,,
ME,P7ME,IW - P7ME clip 10.wav.mp3,clip 10,,,
ME,P7ME,IW - P7ME clip 11.wav.mp3,clip 11,,,
ME,P7ME,IW - P7ME clip 12.wav.mp3,clip 12,,,
ME,P7ME,IW - P7ME clip 13.wav.mp3,clip 13,,,
ME,P7ME,IW - P7ME clip 14.wav.mp3,clip 14,,,
ME,P7ME,IW - P7ME clip 15.wav.mp3,clip 15,,,
ME,P7ME,IW - P7ME clip 16.wav.mp3,clip 16,,,
ME,P7ME,IW - P7ME clip 17.wav.mp3,clip 17,,,
ME,P7ME,IW - P7ME clip 18.wav.mp3,clip 18,,,
ME,P7ME,IW - P7ME clip 19.wav.mp3,clip 19,,,
ME,P7ME,IW - P7ME clip 2.wav.mp3,clip 2,,,
ME,P7ME,IW - P7ME clip 3.wav.mp3,clip 3,,,
